,Job Title,Location,Date,Link,Job Attributes,Job Description
41,CMM Programmer / Operator,N/A,Jun  5,https://portland.craigslist.org/wsc/sof/d/hillsboro-cmm-programmer-operator/7136500620.html,"
compensation: $24-28 hr, plus shift differential

employment type: full-time

","

QR Code Link to This Post


Now seeking an experienced CMM Programmer / Operator to program and run metal parts through the CMM effectively and efficiently.  Both day and swing shift available.

$24 - 28 hr., plus shift differential

1. PRIMARY PURPOSE:
To verify quality of machined metal parts throughout various stages of manufacturing including but not limited to Raw material: rough and finished machined, assembled and plated.

2. ESSENTIAL DUTIES AND RESPONSIBILITIES --
Ensure that parts and processes are compliant to customer and regulatory requirements.
Identify, quarantine, and document quality problems with parts or processes and report them to machine operators and lead person and/or programmers.
Inspect initial part of production run, work-in-process and production parts from previous shifts.
Inspect parts on the shelf ready for plating/coating.
Spot checks in -process parts from various machines.
Check inspection tools on a daily basis with standards.
Complete First Article Inspections in accordance with AS9102 standard using Net-Inspect and Inspection Xpert software.
Measure and record parts for SPC.

3. OTHER DUTIES AND RESPONSIBILITIES --
Performs other duties as assigned.
Overtime may be required with little notice.

4. MINIMUM QUALIFICATIONS AND EXPERIENCE --
Working knowledge of GD&T per ASME Y14.5M (considered applicants will be tested).
Must be able to understand complex mechanical drawings (component parts and assemblies).
Confidence using all types of mechanical measuring equipment including Calipers, Micrometers, Height gages, Thread Plug and Ring Gages, Pin gages, Optical Comparator and part specific functional gaging.
Experience researching and interpreting industry and customer standards.
Experience working in an ISO 9001 shop environment (AS9100, and NADCAP experience preferred).
Good Computer skills using Microsoft products. Specifically, Excel, Word, and Outlook.
Ability to communicate verbally to employees and managers of all levels.
Must read and write in English.
Must be able to work using written or verbal instructions under minimal supervision.
Must have an ability to switch tasks regularly without losing track of where a previous task left off.
Zeiss/Calypso experience is a plus, but is not required

APPLY HERE: https://apiams.com/company/apply/
Or apply in person at:
American Precision Industries
2480 NE Century Blvd.
Hillsboro, OR 97124

This is a full-time position. We offer a full benefit package including 100% employer paid medical/dental/life insurance. Voluntary vision, long and short-term disability, AFLAC and dependent care at employee cost. Paid vacation, paid holidays and 401k plan round out the benefit package.

We are an Equal Opportunity Employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law.    "
42,Project Manager/Scrum Master,N/A,Jun  5,https://portland.craigslist.org/mlt/sof/d/portland-project-manager-scrum-master/7136460137.html,"
compensation: negotiable

employment type: contract

","

QR Code Link to This Post


Braidio (www.braidio.com) is an award productivity platform with Fortune 100 clients and growing client base spanning the globe. Our customers are leading companies in the financial services, telecommunications and healthcare verticals. We are scaling our success and looking to bring on a strong contributor. Our company www.braidio.com is based in SF however much of our team is distributed and works remotely. This role is P/T but for the right person possibly F/T.

We are looking for passionate Project Manager / Scrum Manager with a passion for building world class products. This person can execute the day-to-day needs while connecting the dots across the bigger picture. We place a high value on creative thinking and problem solving.

Key Responsibilities: Manage the software development and design sprints schedule. Communicate effectively and work cross departmentally to ensure all meet the deadlines. Ability to drive Agile, DevOps and Product Design based delivery across projects. Present project status on a daily/weekly basis to senior leadership. Identify Risks and Mitigation plans.

•	Prioritize and sequence deliverables based on client needs and the needs of the business 
•	Formulate, define, and track the scope, objectives, and milestones of projects in collaboration and agreement with leadership.
•	Prioritize and focus both team and individual efforts across engineering, design, and strategic partnerships.
•	Thoughtfully breaks down projects to MVPs to maximize customer value with the least amount of work.
•	Proactively communicate, connect, align, and guide teams on key decisions and execution of tasks.
•	Track team workload and communicate bottlenecks and resource availability proactively.
•	Extreme attention to detail, strong follow through and the ability to deliver on deadlines
•	Continuously work to improve all aspects of the business
•	Routine testing of the platform
•	Able to work remotely but must be available to meet in person 1-2 a week +/-


Experience
•	2-4 years of project management experience in a consumer facing digital product
•	Experience using Trello, Asana, Jira
•	Excellent project management, communication, prioritization, organization, and problem-solving skills.
•	Experience working with Product and Engineering organizations.
•	Able to thrive in a dynamic and ever-changing environment, having an ability to navigate ambiguity and balance competing demands.
•	Self-directed and self-motivated to set goals, define risks, and find solutions.
•	Constantly aware of and trading off business and technical concerns.
•	Able to easily coordinate and work with both in-person and distributed team members.
•	Experienced in creating processes and documentation.
•	Knowledge of Software QA and Testing best practices
•	Experience managing software products from inception through launch and iteration
•	1+ years data analytics experience a plus

Desired Qualifications
•	Professional experience as a scrum master and/or applying concepts and techniques from multiple agile approaches.
•	Deep project management experience in a consulting organization a plus.
•	Technical background ideal
•	PMI PMP or Agile certification preferred.

Note: this is a contractor role, within an initial 3 month engagement but if you are crushing it this will be a long term engagement.
"
43,Software Engineering Fellowship,N/A,Jun  2,https://portland.craigslist.org/mlt/sof/d/portland-software-engineering-fellowship/7134817802.html,"
compensation: 80,000-160,000

employment type: full-time

telecommuting ok

","

QR Code Link to This Post


What is Pathrise
Pathrise (YC W18) invests in undervalued tech professionals by coaching them to get a competitive job. The program is completely free upfront. In exchange, Pathrise fellows agree to pay back a share of their first year's salary if and only if they get hired.

Pathrise is based on insights from hundreds of hiring managers in tech; this means everyone from Google recruiters to startup CEOs. We've been featured in TechCrunch, VentureBeat, EdSurge, and The Atlantic as the ""Y Combinator for your career."" To date, we've worked with over 600 fellows and have helped them land offers at Facebook, Uber, Google, Oath, Amazon, and other top companies or exciting startups.

About the Fellowship
The Pathrise Fellowship is a program for students and new professionals that helps you land the best job possible in tech.

During the fellowship, you receive 1-on-1 mentorship from experienced industry engineers, analysts, managers, and recruiters. You learn systems to attract the attention of any company you want, find out insider information on how to ace your interviews, and more. We even directly refer you to companies in our network until you find a job you love.

Our Mission
We seek to uplift and provide guidance for tech professionals in their career. You can read more about our mission and how it all works on our website: www.pathrise.com.

Qualifications
You are interested in getting the best possible job in tech.
You want to work with an experienced advisor who can give you expert advice whether you need to learn about data structures or UI/UX patterns.
You want a team of advisors who will be by your side throughout the entire process, whenever you need, as long as you need.

Please apply here: https://www.pathrise.com/?utm_source=craigslist&utm_campaign=pdxswe&utm_medium=job_board "
44,Data Engineer,N/A,May 31,https://portland.craigslist.org/wsc/sof/d/fort-rock-data-engineer/7133676242.html,"
compensation: Looking to hire both mid-level and senior data engineers. Comp will depend on experience.

employment type: employee's choice

","

QR Code Link to This Post


We offer a place to explore your potential, stretch your goals and push out the edges of what can be. We look for people who can think, be challenged, learn and grow. 

We see a Senior Data / Cloud Engineer to join a new team. 

Two new teams are being formed to manipulate large volumes of data. Previous data engineering experience in Cloud settings will give you a foundation for success.  Successful candidates can come from any background, but ideally will have a good mix of the following:

•	Ability to design, develop, configure, and implement complex solutions and code in Python and/or PySpark

•	Experience in cloud infrastructure (AWS preferred: S3, EC2, RDS, EMR, etc.)

•	Ability to design, develop, configure, test, and implement complex solutions and code in containerized environments, such as Docker

•	Experience working with CI/CD tools such as Jenkins

•	Attitude and aptitude for learning and applying new technologies


The work

•	Lots of backend, data engineering work (ETL, transformation, taking data from one database, manipulating it, and moving it to another target, most likely RDS, MySQL and possibly some Teradata or SAP). Lots of small micro services. We’ll be working on the “glue” between big data systems.
•	Technologies that would be most helpful to hit the ground running would include Python and/or PySpark, CI/CD with Jenkins, containers (Docker/ECS/Fargate) and strong SQL as we’ll likely be writing a fair amount of SQL queries. Should know S3 inside and out and we strongly prefer good familiarity with RDS.
•	Nice-to-have technologies (we haven’t decided if we’re using these yet) would include EMR, Kafka, serverless Lambdas and Snowflake.
•	Note – since this project is still evolving, please have a good amount of flexibility. We also prefer engineers with different perspectives who aren’t shy about bringing new ideas to the table.
"
45,Video Game Test Associate,N/A,May 27,https://portland.craigslist.org/wsc/sof/d/portland-video-game-test-associate/7131428618.html,"
compensation: Depends on experience

employment type: full-time

","

QR Code Link to This Post


Experis Game Solutions partners our intelligent employees with developers and publishers of video games on all platforms to improve testing coverage using the latest technology. 

That 2x multiplier isn't enough; here's how we hit 4x! Outsourced testing sustains long-term careers for our contracted employees through a consistent stream of projects. That keeps our maintained knowledgebase of how to release quality video games and avoid the pitfalls of the mindless quality assurance you've probably heard about.

Do you identify as a gamer? You'll likely be immediately qualified for this and be set up for amazing career growth within technology fields and the gaming industry (check the Requirements). 

As a Test Associate you will work with like-minded, innovative, and fun teams; you'll use your critical-thinking gamer-brain to identify issues within game titles at appropriate times, and then properly communicate them to the development team to steward quality. 

Primary responsibilities:
•	Write baseline test specifications, functional test cases, test specifications for a sub-area of a project or test results for an area or test pass. 
•	Capable of working with development to narrow down bug reproduction cases and scenarios. 
•	May assist more senior staff with administrative tasks (meeting notes, database clean up, production requests, etc.)
•	Provide opinions on fun factor or balance of the game

Requirements:
•	AVID Gamer with analytical problem-solving skills 
•	Knowledge of computers and software/games. 
•	Good written and oral communication skills. 
•	High school diploma or equivalent is required. Associate or Bachelors in Computer Science a plus.


We are an equal opportunity employer and value diversity, especially at our company. Our wide range of backgrounds brings diverse thinking, which, in-turn, crafts better video games through improved test coverage. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.

At Experis Game Solutions, intelligent Test Leads use efficiency and experience in their planning to aim to avoid tedious overtime and get the most testing coverage with less time. Using the resources provided to us by world-class publishers and technology leaders, we build an environment that keeps skillful people happy through challenge and work-life balance. Let's test smarter.
"
46,BI Developer - Opportunity with #1 Pizza Chain,N/A,May 27,https://portland.craigslist.org/clk/sof/d/vancouver-bi-developer-opportunity-with/7131231092.html,"
compensation: DOE

employment type: full-time

","

QR Code Link to This Post


Our Story: Papa Murphy’s is different on purpose. Not only because we make our pizzas completely from scratch with fresh ingredients at over 1,300 locations nationwide, but because we do it with swagger. We know our product is better than our competitors. The fact that our pizza is take ‘n’ bake adds to the quality of our pies and to the convenience for our guests. At Papa Murphy’s, we don’t think it’s cheesy to love where you work. Bringing happiness to guests one fresh pizza at a time is a great start, but the Business Intelligence Developer role has many other rewarding benefits as well. 

Position Overview: In this engaging role, the BI Developer champions Papa Murphy’s commitment to quality, service, integrity, and teamwork by:
-	Designing, developing, testing, managing and supporting analytical solutions that turn data into actionable information 
-	Engaging with end-users to gather and translate requirements into functional tools
-	Strengthening and future proofing solutions to ensure scalability and reliability 
-	Participating in roadmap sessions to help define the future state of our environment
-	Opportunity to flex experience with data integrations and ETL
-	Creating cross-functional partnerships to collect and implement necessary data translations throughout the organization 
-	Flex your ability to transform data into visual information
What we bring to the table:
-	Organizational transparency for maximum learning and development
-	Competitive employee benefits and 401k, flexible working hours 
-	Opportunity to work with amazing teams and independently 
-	PIZZA! (There is a test kitchen in our building!!) 

What you bring to the table: 
(Position-specific knowledge, skills, abilities, and more)
-	In-depth understanding of database management systems
-	Exhaustive knowledge of Microsoft SQL stack (SSMS, SSIS, SSAS, SSRS) and advanced skills writing complex queries 
-	Experience with Business Intelligence platforms and data visualization development 
-	Exercise building, maintaining and supporting reports, dashboards and end users
-	Ability to integrate diverse data sources via ETL methodologies 
-	Prefer you have dabbled with the following: 
o	Tableau data visualization tools
o	Salesforce
o	Project Management
o	AWS technology tools
o	Dynamics GP
o	Solver BI360

Foundations of your career:
-	Bachelor’s degree in Information Management, Information Science, or equivalent combination of skills and experience
-	5 years’ experience in database, dashboard and report development
-	Excellent written and verbal communication skills
-	This business can get complicated, we prefer you have experience in multi-unit restaurants or the retail industry.

To Apply, Please Visit: https://papamurphyscareers.com/

Please Note:
The intent of this job description is to provide a representation of the types of duties and responsibilities that will be required in this position and shall not be construed as a declaration of the total of the specific duties and responsibilities of any particular position. Employees may be directed to perform job-related tasks other than those specifically presented in this description. 

Papa Murphy’s International, Inc. provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws.
This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.
"
47,Software Engineering Fellowship,N/A,May 27,https://portland.craigslist.org/mlt/sof/d/portland-software-engineering-fellowship/7131230132.html,"
compensation: 80,000-160,000

employment type: full-time

telecommuting ok

","

QR Code Link to This Post


What is Pathrise
Pathrise (YC W18) invests in undervalued tech professionals by coaching them to get a competitive job. The program is completely free upfront. In exchange, Pathrise fellows agree to pay back a share of their first year's salary if and only if they get hired.

Pathrise is based on insights from hundreds of hiring managers in tech; this means everyone from Google recruiters to startup CEOs. We've been featured in TechCrunch, VentureBeat, EdSurge, and The Atlantic as the ""Y Combinator for your career."" To date, we've worked with over 600 fellows and have helped them land offers at Facebook, Uber, Google, Oath, Amazon, and other top companies or exciting startups.

About the Fellowship
The Pathrise Fellowship is a program for students and new professionals that helps you land the best job possible in tech.

During the fellowship, you receive 1-on-1 mentorship from experienced industry engineers, analysts, managers, and recruiters. You learn systems to attract the attention of any company you want, find out insider information on how to ace your interviews, and more. We even directly refer you to companies in our network until you find a job you love.

Our Mission
We seek to uplift and provide guidance for tech professionals in their career. You can read more about our mission and how it all works on our website: www.pathrise.com.

Qualifications
You are interested in getting the best possible job in tech.
You want to work with an experienced advisor who can give you expert advice whether you need to learn about data structures or UI/UX patterns.
You want a team of advisors who will be by your side throughout the entire process, whenever you need, as long as you need.

Please apply here: https://www.pathrise.com/?utm_source=craigslist&utm_campaign=pdxswe&utm_medium=job_board "
48,Junior Developer,N/A,May 26,https://portland.craigslist.org/mlt/sof/d/portland-junior-developer/7130692559.html,"
compensation: Contract to FTE, $60-80k depending on experience

employment type: contract

","

QR Code Link to This Post


InReach Solutions is hiring a full-stack ASP.NET developer for our mature SaaS application, we call SAM. This role is responsible for supporting the lead developer with maintenance of our software, management of our server infrastructure, backups, data migrations for client onboarding, diagnose system issues with our technical support team and other technical projects. 

We’re looking for people with: 

Firm knowledge of SQL, dynamic SQL, database structure, DDL
Familiarity with traditional ASP, ASP.NET webforms, and MVC
Strong problem solving and debugging skills, and a passion for software quality
Strong knowledge of software engineering, code and data security best practices
Leadership skills and thrives in an independent environment 

This position is ideal for someone with a strong work ethic, interest in honing MS technical skills, an inner-sense of quality control, ability (and desire) to really own a project. 

InReach Solutions is a revenue-funded growth-stage startup founded in 2007, based in Portland, OR. We support child welfare organizations in the US with technology to track, analyze and carry out their missions. 

Skills we're looking for this candidate to have: 
Microsoft ASP.NET 2.0 and C#
Microsoft SQL-Server 2017
Microsoft Internet Information Server (IIS) (version 10)
Javascript, jQuery, HTML/CSS, XML 
Familiarity with GitHub, JIRA, Zendesk and AWS helpful 
Front-end web development 

Education and Experience: 
3+ years experience of real-world software development experience 
3+ years small to medium scale systems engineering and support

APPLY ONLINE: https://inreachsolutions.com/open-positions "
49,"Gamification Specialist for Consumer Tech Company, part-time, remote",N/A,May 21,https://portland.craigslist.org/grg/sof/d/boulder-gamification-specialist-for/7127993583.html,"
compensation: $50-$100 per hour based on relevant experience

employment type: part-time

telecommuting ok

","

QR Code Link to This Post


Orthogenesys (www.orthogenesys.com) is an early-stage, direct-to-consumer technology company that specializes in preventive and rehabilitation products and services. We create products designed to provide effective and individualized exercise solutions for consumers over age 55 looking to regain, recover or improve their current state of musculoskeletal and/or cardiovascular health. Our Fit Cycles share a unifying hardware platform but use different and highly specialized software solutions tailored to the physical health needs of each of the markets they have been developed for. 

Every Fit Cycle is a unique integration of patented hardware that incorporates bluetooth enabled sensors, which measure progress throughout the rehab process, and artificial-intelligence-powered coaching software that guides the user through personalized exercise protocols. The A.I. in our device is designed to be fun, interactive and motivational. It gives ongoing encouragement and feedback, and brings the addictive nature of digital games into the user experience to stimulate a high level of compliance. The exercises and game-based features programmed into the Fit Cycle apply gamification techniques to enhance and optimize the pain-recovery and/or physical-health goals of our consumer base. 

We are currently looking for a remote Gamification Specialist who is well-versed in game design patterns, principles, models and methods, and who can apply their expertise in gamification and behavior design to the unique products we have developed. 

Roles & Responsibilities

We are specifically looking for a candidate who can conceptualize our user experience through implementing and integrating the mechanisms and techniques of gamification into the software and hardware of our product. Ideally, you will have seasoned experience as a game designer, and you have a working knowledge of game design elements when successfully applied in consumer-based technologies/products. You have hands-on experience in the digital space with: leaderboards, badges, enduring play, puzzles, game show-like enhancements, clear goals, different game styles, personas, etc.

It is most important that you know how to “think”/visual/build games through, and that you have direct and applied knowledge of the motivational mechanisms underlying gamification-oriented products that drive user/consumer-engagement. Understanding how to execute and improve upon the techniques of gamification as they relate to chaining certain behaviors and/or habits between our consumer-base and the Fit Cycles they are interacting with is a core requirement of this position.

Examples of game design proficiency we are looking for can be seen in Wii Fit, PlankPad, StealthCore Trainer, Vi Personal Trainer, VZFit, FitBit, CandyCrush, DuoLingo, etc.

Requirements: 

- 5+ years of experience with gamification or behavioral design in the digital space, or as a game designer
- A portfolio of games or gamification work done with you as a primary contributor; preference will be given to candidates who have applied gamification techniques to adults 55+
- Working knowledge of multiple technology platforms, softwares, systems, and brands
- Experience with ehealth, exogaming, self-improvement and/or consumer-driven health apps and softwares, a plus
- Available to scale hours, starting at about 5-15 hours per week with potential to become full-time for the right fit  

Now a little bit about me: my name is Michael Bissonnette I am a serial entrepreneur who has founded and grown my last two companies into international public companies, including my most recent local company AeroGrow International. Please review my background at www.directpublicfunding.com

Currently out of retirement, I have helped a high-tech medical rehab company raise $30 million and bring an extraordinary new product to the market (see romtech.com for details). I am also the president of RomTech.

As a seasoned marketer, I saw the huge potential of using this same technology to develop a lower cost product with more customized features tailored for the consumer market.

As a spin off from RomTech, I founded OrthoGenesys and filed 6 patents on 2 revolutionary new consumer rehab/medical products. We have built prototypes and are currently working on manufacturing and a go-to-market strategy. 

For the right candidate, this is a long-term position with tremendous growth potential.  Compensation is competitive and is based on experience, accomplishments, and proven success.  

Qualified candidates, please respond and include:

- A cover letter detailing why you are the ideal fit for this job and your current pay requirements
- An up-to-date resume
- A few examples of products you have worked on

Finally, openness, honesty, and candidness are qualities we respond to—as opposed to framing things in the right way with the right words. Please be who you are and let the dice roll.
"
50,Software Developer - IT Department,N/A,May 20,https://portland.craigslist.org/wsc/sof/d/beaverton-software-developer-it/7127525984.html,"
compensation: $96,000 to $106,000/year DOE

employment type: full-time

","

QR Code Link to This Post


Graphic Products is seeking a Software Developer to join our IT team. The ideal candidate will have experience developing and maintaining integrations between various systems and maintaining key portions of IT infrastructure. Candidates should be well-versed in not only C# but also server-side technologies, comfortable troubleshooting issues with websites, APIs, as well as Windows Services. You would use your understanding of network and system architecture to assist internal clients, improve processes and help the company to continue growth and success.

Graphic Products is seeking a Software Developer to develop integrations and web applications as part of our IT team. The position will primarily involve developing and maintaining integrations between various services, with some responsibility for key parts of the IT infrastructure that relate to those integrations and services. 

Required Skills:
• Strong verbal, written, analytical and interpersonal skills.
• 3 or more years of professional software development experience
• In depth knowledge of C# development using :
o	.NET MVC
o	.NET Core
o	Entity Framework

• Familiarity with developing SOAP and RESTful APIs using C#
•	Experience troubleshooting web applications
•	Integration experience ERP, CRM, eCommerce, Web applications
• Proficiency with T-SQL and profiling queries
• Experience with managing Internet Information Services (IIS)
• Experience integrating with cloud services

Desirable Skills:
• Experience with gathering project requirements
• Working knowledge of Microsoft Team Foundation Server (TFS)
• Working knowledge of Microsoft Visual Studio
• Experience with DNS maintenance
• Experience with SSL and TLS in a website-specific context

Graphic Products is a growing, locally owned business in Beaverton that offers medical and dental benefits, paid vacation, a 401(k).
Type: Direct Hire:   In Office, Beaverton, OR
Schedule: Full Time, likely starting hours 7:30 to 4:00 pm
Salary: $96,000/year to $106,000/year DOE
"
51,Software Engineering Fellowship,N/A,May 19,https://portland.craigslist.org/mlt/sof/d/portland-software-engineering-fellowship/7127060141.html,"
compensation: 80,000-160,000

employment type: full-time

telecommuting ok

","

QR Code Link to This Post


What is Pathrise
Pathrise (YC W18) invests in undervalued tech professionals by coaching them to get a competitive job. The program is completely free upfront. In exchange, Pathrise fellows agree to pay back a share of their first year's salary if and only if they get hired.

Pathrise is based on insights from hundreds of hiring managers in tech; this means everyone from Google recruiters to startup CEOs. We've been featured in TechCrunch, VentureBeat, EdSurge, and The Atlantic as the ""Y Combinator for your career."" To date, we've worked with over 600 fellows and have helped them land offers at Facebook, Uber, Google, Oath, Amazon, and other top companies or exciting startups.

About the Fellowship
The Pathrise Fellowship is a program for students and new professionals that helps you land the best job possible in tech.

During the fellowship, you receive 1-on-1 mentorship from experienced industry engineers, analysts, managers, and recruiters. You learn systems to attract the attention of any company you want, find out insider information on how to ace your interviews, and more. We even directly refer you to companies in our network until you find a job you love.

Our Mission
We seek to uplift and provide guidance for tech professionals in their career. You can read more about our mission and how it all works on our website: www.pathrise.com.

Qualifications
You are interested in getting the best possible job in tech.
You want to work with an experienced advisor who can give you expert advice whether you need to learn about data structures or UI/UX patterns.
You want a team of advisors who will be by your side throughout the entire process, whenever you need, as long as you need.

Please apply here: https://www.pathrise.com/?utm_source=craigslist&utm_campaign=pdxswe&utm_medium=job_board "
52,Powell's Books Seeking Software Engineer!,N/A,May 19,https://portland.craigslist.org/mlt/sof/d/portland-powells-books-seeking-software/7126854683.html,"
compensation: Starts at $30.25 hour and up (DOE). Hourly (37.5/hours per week)

employment type: full-time

","

QR Code Link to This Post


Powell’s Books and Powells.com, the legendary independent bookseller, is seeking a Software Engineer I to join our team!

Powell’s has a massive inventory of books that is in constant flux, and we pride ourselves on being the place where our customers can find just about any book they’re looking for. As a Software Engineer I in the Powells IT department, you will be developing and improving new and existing mission-critical products and applications for both internal and external customers in support of the sales and purchasing of new and used books.

At Powell’s Books, we value self-expression and diverse viewpoints. Powells employees are encouraged to bring their whole selves to work every day and to engage in learning and discourse with customers and colleagues. We know readers and authors are as unique and complex as the books we sell, and we strive to hire folks who embody that ethic.

We are tackling some difficult projects in IT, and we need your help! Some of these projects include: migrating legacy on-prem systems to the cloud, re-architecting existing applications for improved user experience, stability and performance, building automation for testing and deployment, and developing new applications and integrations that provide quick wins for the business. 

We strive to be: collaborative, agile, and supportive. We hold ourselves accountable to our goals, but we also have reasonable expectations for ourselves and our colleagues. Over the last year we have transformed the culture in IT to be more transparent, results-oriented and innovative, and we are delivering value to the rest of the business faster than ever before. 

Our ideal candidate is self-motivated, knows when to ask for help, and works well on team projects. They are able to receive and incorporate both positive and critical feedback about their work, are eager to learn, and are willing to try things outside of their comfort zone. We need your help to ensure that Powell’s Books remains a thriving business and Portland institution for decades to come!

The schedule is Monday through Friday, flex time. This position will participate in on-call rotation and must have the ability to work remotely at times. This is an hourly position (37.5 hours/week).

Requirements and Qualifications:

Bachelor’s degree in CS, Engineering, Mathematics or related field, or equivalent education or experience.
Experience with at least one back end language (for example, C, C++, C#, Java, Python, Golang or Node.js).
Experience with Git version control or other similar distributed version control system.
Experience with at least one front end development framework (for example ReactJS, Angular, Vue, or other similar frameworks).
Familiarity with at least one relational or non-relational database.
Strong communication skills with demonstrated ability to explain complex technical issues both verbally and in writing.
Must have the ability to work remotely at times and be available for on call rotation.
Satisfactory results from criminal background check required.
Love of books and reading.

Powell’s offers an extensive benefits package including: generous medical, dental, vision insurance package, life insurance, childcare benefit, education benefit, 401K, partially subsidized transportation benefit, merchandise discounts, rentals, and other perks!

The wage for this position starts at $30.25/hour (hourly position at 37.5 hours/week). Up to $48/hour for highly experienced candidates.

To view the full job description and apply:

https://chp.tbe.taleo.net/chp01/ats/careers/v2/viewRequisition?org=POWELLS&cws=39&rid=1082

We are accepting applications for this position through Tuesday, June 2nd.

Powell’s is proud to be an Equal Opportunity Employer.
"
53,Senior Software Implementer,N/A,May 15,https://portland.craigslist.org/mlt/sof/d/vancouver-senior-software-implementer/7124808886.html,"
compensation: DOA

employment type: full-time

","

QR Code Link to This Post


Financial software company in Clark County seeking a Senior Software Implementer.  Core Commissions provides flexible and affordable commission management solutions that fully automate the calculation and reporting of complex sales commissions and incentive pay.This position requires strong data skills and experience with spreadsheet formulas and logic. Excellent growth potential.  Competitive salary based on skill set and experience. Flexible vacation time. Medical including dental and vision, 401K, bonus, blend of office/telecommute mix.Key Responsibilities:- Work directly with our customers to guide them through the implementation of our software application- Assist with the full project lifecycle including requirements gathering, “rules” implementation, functional design, installation, user acceptance testing, issue resolution and production implementation- Build reports and dashboards to customer specifications- Manage multiple projectsYou Have:- Strong problem solving, logic and analytical skills- Attention to detail- Good organization and project management abilities- Communication and documentation skills                                             - Excellent spreadsheet experience                                                          - Experience with SQL preferred - Analytics-oriented degree preferred- Business, Math, Technical, Accounting or comparable.  - Minimum of 3 years experience in software implementation and project management, preferably at a SaaS-focused companyCore Commissions is a fast-growing financial software company based in Clark County with a specialized commission management application. We are a creative and highly collaborative team with a work hard/play hard approach and are looking for candidates who will thrive in that type of dynamic environment.Please only those with easy access to the Vancouver, WA area.   Please apply online at: https://core-commissions.hiringthing.com/job/189333/senior-software-implementer?s=cl "
54,Software Engineering Fellowship,N/A,May 13,https://portland.craigslist.org/mlt/sof/d/portland-software-engineering-fellowship/7123571272.html,"
compensation: 80,000-160,000

employment type: full-time

telecommuting ok

","

QR Code Link to This Post


What is Pathrise
Pathrise (YC W18) invests in undervalued tech professionals by coaching them to get a competitive job. The program is completely free upfront. In exchange, Pathrise fellows agree to pay back a share of their first year's salary if and only if they get hired.

Pathrise is based on insights from hundreds of hiring managers in tech; this means everyone from Google recruiters to startup CEOs. We've been featured in TechCrunch, VentureBeat, EdSurge, and The Atlantic as the ""Y Combinator for your career."" To date, we've worked with over 600 fellows and have helped them land offers at Facebook, Uber, Google, Oath, Amazon, and other top companies or exciting startups.

About the Fellowship
The Pathrise Fellowship is a program for students and new professionals that helps you land the best job possible in tech.

During the fellowship, you receive 1-on-1 mentorship from experienced industry engineers, analysts, managers, and recruiters. You learn systems to attract the attention of any company you want, find out insider information on how to ace your interviews, and more. We even directly refer you to companies in our network until you find a job you love.

Our Mission
We seek to uplift and provide guidance for tech professionals in their career. You can read more about our mission and how it all works on our website: www.pathrise.com.

Qualifications
You are interested in getting the best possible job in tech.
You want to work with an experienced advisor who can give you expert advice whether you need to learn about data structures or UI/UX patterns.
You want a team of advisors who will be by your side throughout the entire process, whenever you need, as long as you need.

Please apply here: https://www.pathrise.com/?utm_source=craigslist&utm_campaign=pdxswe&utm_medium=job_board "
